2cm Gotland,20cm Gotland,40cm Gotland,80cm Gotland,120cm Gotland,145cm Gotland,185cm Gotland,220cm Gotland,270cm Gotland ,2cm Fin,10cm Fin,20cm Fin,40cm Fin,80cm Fin,110cm Fin ,150cm Fin,190cm Fin,domain,phylum,class,order,family,genus
0,0.0114,0.0069,0.00535,0,0,0,0.0127,0,0,0.0167,0,0.00685,0.02605,0.0075,0.0079,0.0341,Bacteria,Chloroflexi,Anaerolineae,MSB-5E12,,
0.0279,0.1024,0.0898,0.16165,0.0133,0.13315,0.12,0.07175,0.20485,0.03835,0.06905,0.02215,0.0643,0.0331,0.0616,0.1429,0.06945,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,
0,0.0341,0,0.00535,0.02515,0.03495,0.1019,0.00725,0.03885,0,0.0071,0,0.03685,0.01855,0.0507,0.0894,0.02025,Bacteria,Chloroflexi,Anaerolineae,Thermoflexales,Thermoflexaceae,Thermoflexus
0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,
0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea
0,0.1479,0.08905,0.199,0.37615,0.32955,0.2792,0.05905,0.3866,0,0.05275,0.13895,0.61845,0.11175,0.0989,0.09425,0.19555,Bacteria,Chloroflexi,Dehalococcoidia,,,
0,0.0114,0,0.02135,0,0.01715,0.01395,0,0,0,0.0167,0.006,0.00815,0.0055,0.0131,0,0.02025,Bacteria,Chloroflexi,Dehalococcoidia,1226B1H1-22-FL,,
0,0.0114,0,0.0107,0,0.0086,0.0419,0,0.00945,0,0.0096,0,0.02315,0,0,0,0,Bacteria,Chloroflexi,Dehalococcoidia,3051bac4-16,,
0,0.0114,0,0.00535,0.00665,0.0092,0.05395,0,0.0133,0,0.0335,0,0.0274,0.0075,0.0223,0,0.00755,Bacteria,Chloroflexi,Dehalococcoidia,661239,,
0,0,0.01365,0.02135,0.0199,0,0,0.04085,0,0.03835,0.06445,0.03835,0.015,0,0,0,0,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas
0,0.0341,0.02055,0.06975,0.00665,0.0092,0.0079,0.00635,0.0294,0,0.0071,0.0162,0.0574,0,0,0.00625,0,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidales Incertae Sedis,Dehalobium
0,0,0,0,0.0318,0,0.02605,0.00635,0,0,0,0.0102,0.0163,0,0,0,0.00635,Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,uncultured,
0,0.0228,0.0069,0.016,0.0318,0.0718,0.07815,0.00635,0.04935,0.00655,0.0167,0,0.0587,0.0481,0.03735,0.04075,0.02025,Bacteria,Chloroflexi,Dehalococcoidia,DscP2,,
0,0,0,0,0,0,0,0,0,0,0.0096,0.0102,0.00685,0.0075,0,0.0079,0,Bacteria,Chloroflexi,Dehalococcoidia,ER-E4-17,,
0,0.0683,0.01385,0,0.0569,0.0626,0.0381,0.00725,0.04935,0,0,0,0.00685,0,0.0075,0.00625,0,Bacteria,Chloroflexi,Dehalococcoidia,FS117-23B-02,,
0.0056,0.0455,0.055,0.21005,0.14845,0.09695,0.2838,0.1117,0.3925,0.0126,0.06445,0.127,0.6987,0.13935,0.19805,0.1926,0.10585,Bacteria,Chloroflexi,Dehalococcoidia,FW22,,
0,0.0114,0.01385,0.05945,0.08205,0.04545,0.27735,0.0281,0.22655,0,0.0385,0,0.0695,0.0667,0.0914,0.19615,0.0214,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,,
0,0.0569,0.06885,0.05945,0.0384,0.0706,0.18195,0.0608,0.2153,0,0.02385,0.006,0.0643,0.01855,0.1515,0.06275,0.0365,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,
0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,Dsc1
0,0.0455,0.0069,0.00535,0.0901,0.0534,0.9343,0.00635,1.2525,0,0.0071,0.0647,0.4396,0.5222,0.80005,0.69465,0.3129,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
0,0.0114,0,0,0.00665,0.027,0.0419,0.00725,0.0711,0,0.0071,0,0.015,0.0221,0.0298,0.0565,0.0266,Bacteria,Chloroflexi,Dehalococcoidia,H3.93,,
0,0.0114,0,0.00535,0.00665,0,0.0819,0.00635,0.02275,0,0,0,0.00685,0,0.02065,0.03615,0,Bacteria,Chloroflexi,Dehalococcoidia,MB-C2-126,,
0,0.0569,0.0754,0.1075,0.1404,0.0534,0.54255,0.0681,0.40965,0,0.03095,0,0.16515,0.20995,0.17965,0.3719,0.07455,Bacteria,Chloroflexi,Dehalococcoidia,Napoli-4B-65,,
0,0,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Dehalococcoidia,RBG-13-46-9,,
0.0223,0.0569,0.09635,0.0107,0,0.05275,0.13965,0.03995,1.02,0,0.2724,0.425,0.5499,1.089,0.1122,0.4849,0.15665,Bacteria,Chloroflexi,Dehalococcoidia,S085,,
0,0,0.0342,0.016,0.00665,0,0.03205,0.0127,0,0,0.0071,0.006,0.0137,0.0075,0.0075,0,0,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,,
0,0,0.01385,0.0107,0.0318,0,0.0856,0.0136,0.09,0,0,0,0.00685,0.02405,0.0131,0.01875,0.00755,Bacteria,Chloroflexi,Dehalococcoidia,SPG12-343-353-B75,,
0,0,0,0,0,0,0.0079,0,0.00665,0,0,0,0,0,0.0131,0,0,Bacteria,Chloroflexi,Dehalococcoidia,SPG12-461-471-B8,,
0,0.0683,0.096,0.12385,0.11525,0.0896,0.60155,0.069,0.3631,0,0.07865,0.02215,0.16645,0.26055,0.2279,0.1505,0.0837,Bacteria,Chloroflexi,Dehalococcoidia,Sh765B-AG-111,,
0,0,0,0,0,0,0,0,0,0,0.0071,0,0.00815,0,0,0,0,Bacteria,Chloroflexi,Dehalococcoidia,Sh765B-TzT-20,,
0,0.0114,0,0,0.1086,0.07915,0.1773,0.00635,0.06165,0,0,0.006,0.03,0.18745,0.11205,0.1353,0.10985,Bacteria,Chloroflexi,Dehalococcoidia,t0.6.f,,
0.0056,0.0796,0.11675,0.1994,0.13375,0.12585,0.3215,0.0454,0.4815,0,0.0741,0.0401,0.3756,0.10025,0.1966,0.1005,0.04165,Bacteria,Chloroflexi,Dehalococcoidia,vadinBA26,,
0,0,0,0,0.00665,0,0,0,0,0,0.0762,0.0341,0.05055,0,0,0,0,Bacteria,Chloroflexi,Gitt-GS-136,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.00685,0,0,0,0,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,JG30a-KF-32
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0.00635,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter
0,0,0.0069,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,uncultured
0.0056,0,0,0,0.02515,0.01715,0,0,0.00665,0.0131,0,0,0.015,0.013,0,0.00625,0.02025,Bacteria,Chloroflexi,OLB14,,,
0,0,0,0,0,0,0,0,0,0,0.02635,0.01195,0.0287,0,0,0,0,Bacteria,Chloroflexi,TK10,,,
0,0,0,0,0.00665,0,0,0,0,0,0.0096,0.006,0.00685,0,0,0.00625,0,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5
0,0,0,0,0,0,0,0,0.00945,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Atelocyanobacterium (UCYN-A)
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Snowella 0TU37S04
0.0223,0,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Dolichospermum NIES41
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902
0,0,0,0,0,0,0,0,0,0.00655,0,0.006,0.00685,0,0,0,0.0139,Bacteria,Cyanobacteria,Sericytochromatia,,,
0.01115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,,
0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,
0,0.0228,0.0069,0.0107,0,0,0.00605,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,DTB120,,,,
0.01115,0.0569,0.04155,0.0484,0.05975,0.1141,0.0419,0.05355,0.00665,0.06455,0.07155,0.11505,0.1733,0.1583,0.28155,0.12715,0.09755,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,,
0,0,0,0,0.0318,0,0,0,0,0,0,0,0.00685,0,0,0.00625,0,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,uncultured
0,0,0,0,0,0,0,0.00635,0.00665,0.38675,0.05485,0.10655,0,0,0,0,0,Bacteria,Deferrisomatota,Defferrisomatia,Defferrisomatales,Defferrisomataceae,Deferrisoma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
0,0,0,0,0.02515,0,0,0.0136,0,0.1749,0.03595,0.03585,0.00685,0,0.0056,0,0.02025,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
0,0,0,0,0.02515,0,0,0,0,0,0,0,0.00815,0,0,0.00625,0.01505,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus
0,0,0,0.0107,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,uncultured
0.0056,0,0,0,0,0,0,0,0,0.0449,0.0071,0.0102,0,0,0.0075,0,0.00755,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,,
0,0,0,0,0,0,0,0,0,0.00655,0,0.006,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfococcus
0,0,0,0,0,0,0,0,0,0.00655,0.0096,0,0,0,0,0,0.00755,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatibacillum
0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0.0079,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea
0.0056,0,0,0,0,0,0,0,0,0.2937,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfonatronobacter
0,0,0,0,0,0,0,0,0,0.4942,0.10255,0.04605,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfosalsimonas
0.0056,0.0796,0,0.04305,0.00665,0.0092,0.00605,0.1208,0,0.00655,0,0,0,0,0.01505,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Incertae Sedis
0,0,0,0,0,0,0,0,0,0,0,0.006,0.05185,0,0.03735,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Candidatus Electrothrix
0.0056,0.0114,0,0.00535,0,0,0.00605,0.02085,0,0,0.0167,0.0102,0.03,0,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus
0,0,0,0.0107,0,0,0,0.00725,0,0.11645,0.0071,0.01795,0,0,0.0075,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulforhopalus
0,0,0,0,0,0,0,0,0,0.01915,0.0071,0.006,0.00685,0,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio
0,0,0,0,0,0,0,0,0,0,0.0071,0.01195,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio
0,0,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,,,
0,0,0,0,0.00665,0.0086,0.01815,0,0,0,0,0.006,0.015,0,0.01865,0.04375,0.00635,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,,
0,0,0,0,0,0,0,0,0,0.0131,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,C8S-102,
0,0.0683,0,0,0,0,0.0121,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,
0,0.0228,0,0,0,0,0.01395,0,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Trichloromonas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00755,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Malonomonas
0,0,0,0,0,0.0092,0,0.0145,0.0161,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,Geothermobacter
0.01115,0.0683,0,0.02705,0,0,0,0.1208,0.06445,1.1733,0.1816,0.22935,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Sva1033,
0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,
0,0,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans
0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter
0,0,0,0,0.00665,0.0184,0,0,0,0.02525,0.0071,0,0,0,0,0,0,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,uncultured
0,0,0,0,0,0,0,0.00725,0,0,0,0.04855,0,0,0,0,0,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,Dissulfuribacteraceae,SEEP-SRB2
0,0,0,0,0.00665,0.0086,0,0,0,0,0,0,0.0163,0,0,0,0,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,Dissulfuribacteraceae,uncultured
0,0.0114,0,0.00535,0.0185,0,0.0121,0.02635,0.00665,0,0,0,0,0,0,0,0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,
0,0.1365,0.0894,0.06445,0.10195,0.03625,0.0219,0.2487,0,0,0,0,0,0,0.0075,0,0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
0,0.0114,0,0,0.0569,0.03555,0,0.0336,0.00945,0.00655,0.03095,0.07665,0.06555,0.0276,0.01865,0.0345,0,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus
0,1.2856,0.32275,0.75255,2.44265,0.6798,0.6724,1.55645,0.14115,0,0.0071,0,0,0.0371,0.153,0.091,0.07455,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,uncultured,
0.0056,0.0228,0.0342,0.03775,0.0503,0.01715,0,0.0191,0.04835,0,0.0071,0,0.00685,0,0,0,0,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,uncultured,
0,0,0.01365,0,0.00665,0,0,0,0,0,0,0,0.0137,0,0,0,0,Bacteria,Dictyoglomota,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus
0,0.0114,0.01365,0.00535,0,0,0.0079,0.0272,1.36395,0,0,0,0.00815,0,0,0,0,Bacteria,Elusimicrobiota,Apr-29,,,
0.01115,0.0114,0.0619,0.0701,0.0133,0.027,0,0.02085,0,0,0.03805,0,0.00815,0,0,0,0,Bacteria,Elusimicrobiota,Elusimicrobia,MD2894-B20,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,,
0,0.0114,0,0.00535,0,0,0,0,0,0,0,0.006,0,0,0,0,0,Bacteria,Elusimicrobiota,Lineage IIb,,,
0,0.0228,0.0342,0,0,0.0086,0,0.00725,0,0,0,0,0,0,0,0.0125,0,Bacteria,Elusimicrobiota,Lineage IIc,,,
0.0056,0,0.01365,0,0.0185,0,0,0.02085,0,0.03225,0.0071,0.006,0,0,0,0,0,Bacteria,Elusimicrobiota,Rs-M47,,,
0,0,0,0,0.0185,0.0086,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
0,0,0,0,0,0,0,0,0.00945,0,0,0.02215,0.0287,0,0,0.00625,0,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Candidatus Entotheonella
0,0.0114,0,0,0,0,0,0.00635,0,0.0131,0,0,0.02185,0,0.0075,0.00625,0.0127,Bacteria,FCPU426,,,,
0,0,0,0,0,0,0,0,0,0.0257,0,0.006,0,0,0,0.0125,0,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03
0.0056,0.0114,0,0,0,0,0,0,0.00665,0,0,0.0102,0,0,0.0075,0.02665,0.0266,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,BBMC-4,
0,0,0,0,0,0,0,0.00635,0,0.0126,0,0.0264,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Candidatus Raymondbacteria,
0,0.0114,0.02055,0.02705,0,0,0,0.0145,0,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,MAT-CR-H6-H10,
0,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0.00635,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,SBXY-748,
0,0,0.01365,0.00535,0,0,0,0.00635,0,0,0,0,0.00685,0.0075,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,SBYC,
0,0.0455,0.1029,0.0267,0.11005,0.0086,0.02,0.0635,0,0,0.0887,0.0605,0.00815,0,0.0056,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,TG3,
0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,uncultured,
0.0056,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0.00625,0,Bacteria,Firmicutes,BRH-c20a,,,
0.01675,0,0,0,0,0,0,0,0,0.0706,0.0167,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,EUB33-2
0,0,0.01385,0,0,0,0,0,0,0,0.02635,0.07665,0.04635,0.02605,0.01505,0,0.02775,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
0.0056,0,0.0342,0.00535,0.04365,0,0.00605,0,0.00945,0,0.01925,0.006,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus
0,0.0114,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Aneurinibacillales,Aneurinibacillaceae,Aneurinibacillus
0,0,0.01365,0,0,0,0,0.00635,0,0.00655,0,0,0,0,0,0.0079,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus
0,0,0.0275,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus
0,0,0,0,0,0,0,0.00725,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus
0,0,0,0,0,0,0.0079,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
0,0,0,0,0,0,0.00605,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paucisalibacillus
0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ureibacillus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,uncultured
0,0,0,0,0,0,0,0,0,0,0,0,0.00815,0,0,0.0079,0.00635,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Alteribacillus
0.0056,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Geomicrobium
0,0,0,0,0,0,0.0121,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon
0,0,0,0,0,0,0,0,0,0,0,0,0.00815,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia
0,0,0.0825,0.0107,0,0.0178,0.03165,0.0272,0,0,0,0.006,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus
0,0,0,0,0,0,0,0.0127,0,0,0,0.0299,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina
0.0056,0,0.0069,0,0.0332,0.0086,0,0.00725,0,0,0,0,0.03,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
0,0,0,0,0,0.0092,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium
0.0056,0,0.0069,0,0,0,0,0,0,0,0.0071,0.0204,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus
0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus
0,0.0228,0,0,0,0,0,0.00635,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus
0,0.0341,0.0277,0,0.00665,0.05215,0.00605,0,0,0,0.0071,0.0468,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina
0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0.00755,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,uncultured
0,0,0,0.0541,0,0,0.01815,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Salisediminibacteriaceae,Salipaludibacillus
0,0,0,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Pullulanibacillus
0,0,0,0.00535,0,0,0,0,0,0,0,0,0,0,0,0,0.00755,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus
0.0056,0,0.01365,0,0.00665,0,0,0,0,0,0,0.01195,0,0,0.01115,0.01415,0.00755,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,uncultured
0,0,0.02055,0,0,0,0,0,0,0,0.01425,0.01195,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,Bacteria,Firmicutes,Bacilli,Caldalkalibacillales,Caldalkalibacillaceae,Caldalkalibacillus
0,0,0,0,0.0318,0.0178,0,0,0,0,0,0,0.00815,0,0,0,0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
0,0,0,0.02705,0,0,0,0,0.00665,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Breznakia
0,0,0,0,0,0,0,0,0,0.00655,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
0,0,0.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
0,0.0114,0,0,0.02515,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium
0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma
0.01115,0,0,0.00535,0,0,0,0,0,0.22445,0.0096,0.006,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,Izimaplasma
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella
0,0,0,0,0.00665,0,0,0,0.00665,0,0.0096,0,0,0,0,0,0,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
